show_id,type,title,date_added,release_year,rating,duration,listed_in,description
s6874,TV Show,Gonul,"July 12, 2017",2015,TV-14,1 Season,"International TV Shows, TV Dramas, TV Thrillers","A nurse escapes from her surgeon fiancé after his ex reveals his dark secrets. She later finds love again, but a car accident changes everything."
s6875,Movie,Good Kids,"January 19, 2017",2016,R,90 min,"Comedies, Independent Movies",Four overachieving friends spend the summer after finishing high school doing everything possible to enjoy the party life and ruin their reputations.
s6876,Movie,Good Kill,"April 2, 2017",2014,R,103 min,Dramas,"As Tommy Egan pilots armed drones over Afghanistan from the safe comfort of Las Vegas, the remote nature of his work begins to raise moral questions."
s6877,Movie,Good Kisser,"August 20, 2020",2019,TV-MA,75 min,"Comedies, Dramas, Independent Movies","Hoping to give their relationship a boost, Jenna and Kate arrange to spend an evening with a third woman, but things take a turn once the sparks fly."
s6878,Movie,Good Luck,"June 21, 2019",2012,TV-MA,99 min,"Dramas, International Movies","Seeking an apartment to share with his wife, an apolitical man starts to question his own modest goals as revolution swirls around him."
s6879,Movie,"Good Night, and Good Luck","June 2, 2019",2005,PG,93 min,Dramas,Veteran television newsman Edward R. Murrow faces off against Sen. Joseph McCarthy and his crusade to quell the threat of communism in America.
s6880,Movie,Good People,"September 8, 2017",2014,R,90 min,"Action & Adventure, Thrillers",A struggling couple can't believe their luck when they find a stash of money in the apartment of a neighbor who was recently murdered.
s6881,Movie,GoodFellas,"January 1, 2021",1990,R,145 min,"Classic Movies, Dramas",Former mobster Henry Hill recounts his colorful yet violent rise and fall in a New York crime family – a high-rolling dream turned paranoid nightmare.
s6882,Movie,Gook,"March 6, 2018",2017,TV-MA,95 min,"Dramas, Independent Movies","Amidst the looting and chaos of the LA riots, two Korean-American brothers fight to save their struggling shoe store while contemplating their future."
s6883,Movie,Goon,"August 15, 2017",2011,R,92 min,"Comedies, Sports Movies","When he's seen dispatching a rude opposing hockey player in the stands, Doug Glatt is hired by a rival team ... for his fighting skills."
s6884,Movie,Goosebumps 2: Haunted Halloween,"April 25, 2019",2018,PG,90 min,"Children & Family Movies, Comedies","Three teens spend their Halloween trying to stop a magical book, which brings characters from the ""Goosebumps"" novels to life."
s6885,Movie,Gosford Park,"November 1, 2019",2001,R,137 min,"Comedies, Dramas, International Movies","In this witty whodunit, wealthy guests and their servants gather for a weekend stay at the home of Sir William McCordle, who is soon found murdered."
s6886,TV Show,Gossip Girl,"October 8, 2013",2012,TV-14,6 Seasons,"TV Dramas, Teen TV Shows",A group of hyperprivileged Manhattan private-school kids seem to get away with everything. Except an anonymous blogger is watching their every move.
s6887,Movie,Gothika,"January 1, 2021",2003,R,98 min,"Horror Movies, Thrillers","After a car crash, a criminal psychiatrist awakens to find that she's a patient in the same mental institution that currently employs her."
s6888,Movie,Gour Hari Dastaan: The Freedom File,"October 15, 2017",2015,TV-14,109 min,"Dramas, Independent Movies, International Movies",A former freedom fighter is forced to navigate the corridors of a disinterested bureaucracy to prove that he fought in India's freedom movement.
s6889,Movie,Gran Torino,"October 1, 2020",2008,R,117 min,Dramas,A newly widowed Korean War veteran faces his racism and his past when the son of the Hmong family next door tries to steal his beloved 1972 Gran Torino.
s6890,TV Show,Grand Designs,"August 1, 2019",2017,TV-14,2 Seasons,"British TV Shows, International TV Shows, Reality TV","Host Kevin McCloud presents people who take self-building houses to a new level, following every step of their ambitious plans from beginning to end."
s6891,TV Show,Grand Hotel,"November 1, 2017",2013,TV-PG,3 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","To learn the truth about his sister's mysterious disappearance, a young man infiltrates a hotel in the guise of a footman and begins an investigation."
s6892,Movie,Grand Masti,"March 1, 2018",2013,TV-MA,93 min,"Comedies, International Movies, Music & Musicals","Leaving their wives at home, three randy friends look forward to some raunchy extramarital fun at their college reunion."
s6893,Movie,Grass,"February 14, 2019",2017,TV-MA,57 min,"Comedies, Independent Movies",Good girl Cam recruits her pot-loving bestie Jinky to help deliver a backpack full of weed for her drug-dealing fiancé.
s6894,Movie,Grease,"November 1, 2019",1978,PG,110 min,"Classic Movies, Comedies, Music & Musicals",John Travolta and Olivia Newton-John star in this hit musical comedy about a greaser and the good girl he falls for – much to his friends' chagrin.
s6895,TV Show,Great Interior Design Challenge,"December 1, 2018",2016,TV-PG,2 Seasons,"British TV Shows, International TV Shows, Reality TV","In this reality series, amateur interior designers on tight budgets test their mettle transforming rooms with speed and style."
s6896,TV Show,Great Yellowstone Thaw,"October 1, 2017",2017,TV-PG,1 Season,"Docuseries, Science & Nature TV",This series explores the effects of the extreme temperature variations at Yellowstone National Park on the animals that live there.
s6897,Movie,Green Room,"November 12, 2018",2015,R,95 min,"Horror Movies, Thrillers","At the end of their low-budget tour, a punk band accepts a gig at an isolated rural club, only to discover that their hosts are neo-Nazis."
s6898,Movie,Green White Green (And All the Beautiful Colours in My Mosaic of Madness),"January 1, 2018",2016,TV-MA,102 min,"Comedies, Independent Movies, International Movies","Three young Nigerian bohemians, each from one of the country's major ethnic groups, explore the directions in which their lives could go."
s6899,Movie,Gringo: The Dangerous Life of John McAfee,"April 1, 2018",2016,TV-MA,97 min,Documentaries,"Tech tycoon John McAfee made millions from his anti-virus software. Now, he may be best known for his bizarre and scandalous lifestyle."
s6900,Movie,Growing Up Coy,"January 6, 2017",2016,TV-PG,82 min,"Documentaries, LGBTQ Movies","Filmmakers follow a Colorado family's highly public battle for the rights of their transgender daughter, Coy, in a landmark civil rights case."
s6901,Movie,Gun Runners,"February 1, 2017",2015,TV-PG,90 min,"Documentaries, International Movies, Sports Movies",Two roaming Kenyan bandits attempt to change the course of their lives by exchanging their rifles for running shoes.
s6903,Movie,Guy Martin: Last Flight of the Vulcan Bomber,"July 26, 2019",2015,TV-G,57 min,"Documentaries, International Movies",Guy Martin assists in preparing the last airworthy Vulcan bomber for a farewell tour while revealing the stories behind the iconic aircraft.
s6904,Movie,Héroes,"August 19, 2018",2015,TV-MA,91 min,"Comedies, International Movies","When an earthquake hits Chile, rescue workers must put aside their differences to save the country from a businessman's evil scheme."
s6905,Movie,Hükümet Kadin,"March 10, 2017",2013,TV-MA,100 min,"Comedies, International Movies","When an uneducated mother of eight suddenly becomes mayor, she uses the skills she's learned as a housewife to keep her town running like clockwork."
s6906,Movie,Hükümet Kadin 2,"March 10, 2017",2013,TV-14,101 min,"Comedies, International Movies","In 1949, with freedoms threatened, housewife Hükümet is unaware of her future life in politics as she faces off with liar and mayoral hopeful Faruk."
s6907,TV Show,Ha Unlimited,"May 11, 2018",2016,TV-MA,2 Seasons,"International TV Shows, TV Comedies","Three comedians launch a company designed to spread happiness far and wide in this Thai sitcom packed with gags, sound effects and special guests."
s6908,Movie,Haapus,"March 15, 2018",2010,TV-14,138 min,"Comedies, Dramas, International Movies",The son of an astrologer faces opposition from his superstitious father regarding his scheme of launching a mango business.
s6909,Movie,Hadi İnşallah,"April 4, 2018",2014,TV-14,95 min,"Comedies, International Movies, Romantic Movies",A young woman recovering poorly from a bad romance gets a new lease on life after encountering a handsome man during a job interview.
s6910,Movie,Hairspray,"January 1, 2020",2007,PG,116 min,"Children & Family Movies, Comedies, Music & Musicals","In 1962, ambitious plus-size teen Tracy Turnblad tries to integrate a racially divided Baltimore one Watusi at a time."
s6911,Movie,HALO Legends,"May 1, 2017",2009,PG-13,117 min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy","This anthology features seven independent anime shorts from renowned directors, delving into the futuristic universe of the video game franchise Halo."
s6912,Movie,Halo: The Fall of Reach,"March 7, 2016",2015,TV-14,65 min,"Action & Adventure, Sci-Fi & Fantasy",Witness the origins of Master Chief and the Spartan program as a group of children transform into enhanced soldiers and fight a powerful alien threat.
s6913,Movie,Hamara Dil Aapke Paas Hai,"March 1, 2018",2000,TV-14,158 min,"Dramas, International Movies, Music & Musicals","Love blooms when kind-hearted Avinash takes in Preeti, a woman shunned by society, but the unorthodox living situation creates quite a stir among the neighbors."
s6914,Movie,Hamburger Hill,"November 23, 2019",1987,R,110 min,"Action & Adventure, Dramas",The Vietnam War's horrors come brutally to life through the eyes of American soldiers trying to take a heavily fortified hill under Vietcong control.
s6915,Movie,Hamza's Suitcase,"May 2, 2019",2017,TV-14,79 min,"Comedies, International Movies","When a con man tries to retrieve a bag of money, he swoons for a woman with ties to a notorious crew of criminals."
s6916,Movie,Hangman,"May 6, 2020",2017,R,99 min,Thrillers,"A homicide detective, a criminal profiler and a journalist team up to nab a serial killer whose murders are inspired by the classic game of Hangman."
s6917,Movie,Hank: Five Years from the Brink,"August 25, 2018",2013,TV-14,86 min,Documentaries,"From Joe Berlinger, director of the ""Paradise Lost"" trilogy, comes this documentary about controversial former U.S. Treasury Secretary Henry Paulson."
s6918,TV Show,Hannibal,"June 6, 2020",2015,TV-MA,3 Seasons,"TV Horror, TV Mysteries, TV Thrillers",This drama series focuses on the early years of the relationship between FBI criminal profiler Will Graham and homicidal cannibal Dr. Hannibal Lecter.
s6919,Movie,Hans Zimmer: Live in Prague,"March 1, 2018",2017,TV-G,138 min,"International Movies, Music & Musicals","In this concert film, Oscar-winning composer Hans Zimmer performs his most iconic movie scores to a sell-out crowd at the O2 Arena in Prague."
s6920,TV Show,Happy 300 Days,"January 1, 2017",2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","An unexpected pregnancy sends a woman back to her hometown to share a house with three nice guys. Each has problems, but each would make a great dad."
s6921,Movie,Happy Hunting,"January 1, 2018",2017,TV-MA,91 min,"Horror Movies, Independent Movies","On the run from his meth-dealing employers, a drifter with a drinking problem becomes prey in a desert town's twisted hunting contest."
s6922,Movie,Happy Times,"February 8, 2017",2014,NR,79 min,"Comedies, International Movies, Romantic Movies","Desperate to break up with his clingy girlfriend, a nerdy cartoonist hires a mysterious agency to do the deed. But the agency has unusual methods."
s6923,TV Show,Happy Valley,"March 16, 2016",2016,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows","Yorkshire police sergeant Catherine Cawood pursues the man who assaulted her late daughter, unaware he is now part of a secret kidnapping plot."
s6924,TV Show,Happyish,"July 1, 2016",2015,TV-MA,1 Season,"TV Comedies, TV Dramas","A middle-aged adman is shaken up by his new boss, a 25-year-old who advises him to ""rebrand"" himself. Is it possible, or is this as good as he'll get?"
s6925,Movie,Hard Tide,"September 6, 2017",2015,TV-MA,79 min,"Dramas, Independent Movies",A drug dealer who's been emulating his father's successful criminal career is forced to go on the run with a young girl in this fact-based thriller.
s6926,Movie,Hardcore Henry,"August 1, 2020",2015,R,96 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","Shot entirely like a first-person shooter video game, this film tracks Henry, a cyborg racing to save his wife from a villain with paranormal powers."
s6927,Movie,Harlem Globetrotters: The Team That Changed the World,"November 1, 2019",2005,TV-14,55 min,"Documentaries, Sports Movies",Relive the greatest moments of the Harlem Globetrotters with this documentary that chronicles the team's legendary 1948 defeat over the Minneapolis Lakers and their historic 1951 Berlin trip.
s6928,Movie,Harold & Kumar Escape from Guantanamo Bay,"October 1, 2019",2008,R,101 min,"Comedies, Cult Movies",Harold and Kumar jump on a plane to catch up with Harold's love interest but must change their plans when Kumar is accused of being a terrorist.
s6929,Movie,Harold & Kumar Go to White Castle,"January 1, 2020",2004,R,88 min,"Comedies, Cult Movies",Buddies Harold and Kumar set out to satisfy a stoner craving for hamburgers but end up on an epic journey when they can't find White Castle.
s6930,Movie,Harold and Lillian: A Hollywood Love Story,"November 25, 2018",2015,TV-14,95 min,Documentaries,"Storyboard artist Harold Michelson and his film researcher wife, Lillian, recall the influence they had on 60 years of Hollywood's biggest hits."
s6931,TV Show,Harold Shipman - Driven to Kill,"February 1, 2019",2014,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries","Interviews and dramatic reconstructions illuminate the twisted motivations and brazen crimes of serial killer and respected physician, Harold Shipman."
s6932,Movie,Harriet the Spy: Blog Wars,"April 15, 2018",2010,TV-G,87 min,"Children & Family Movies, Comedies",Intrepid writer Harriet Welsch is determined to become the class blogger despite stiff competition from her snooty archrival.
s6933,TV Show,Harry & Bunnie,"October 15, 2017",2017,TV-Y7,1 Season,"Kids' TV, TV Comedies",A young wannabe magician and his mischievous stage rabbit battle and sabotage each other while putting on shows.
s6934,Movie,Harry and Snowman,"January 15, 2017",2015,TV-PG,83 min,"Documentaries, Sports Movies","With only a strong will and a cheap horse, a former agent of the Dutch underground in World War II sets out to become a champion show jumper."
s6935,Movie,Harry Benson: Shoot First,"May 1, 2017",2016,NR,90 min,Documentaries,"This film chronicles the career of photographer Harry Benson, who earned global renown with his candid shots of the Beatles and other celebrities."
s6936,TV Show,Hart of Dixie,"December 15, 2015",2014,TV-PG,4 Seasons,"TV Comedies, TV Dramas",Fast-talking city girl Zoe Hart winds up patching up the locals of a tiny town in the Deep South when she inherits a medical practice in Alabama.
s6937,Movie,Haseena Maan Jaayegi,"March 1, 2018",1999,TV-PG,151 min,"Action & Adventure, Comedies, Dramas","A millionaire opens the door to comic complications when he punishes his spoiled sons for trying to make money through shady, get-rich-quick schemes."
s6938,TV Show,Hati Perempuan,"August 21, 2017",2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Sparks of both passion and contempt fly when a self-sufficient architect is forced to work with a snobbish industrialist.
s6939,Movie,Haunters: The Art of the Scare,"January 2, 2018",2017,TV-MA,89 min,"Documentaries, Horror Movies","This documentary takes us into the world of those who create horror simulations for willing audiences, and examines the culture they have spawned."
s6940,Movie,Haunting on Fraternity Row,"March 1, 2019",2018,TV-MA,99 min,"Horror Movies, Independent Movies","When a fraternity's last big luau serves up horrible deaths to its partygoers, the brothers learn firsthand about their house’s frightening history."
s6941,Movie,Have You Seen the Listers?,"February 1, 2019",2017,TV-MA,86 min,"Documentaries, International Movies",This documentary paints a candid picture of Australian street artist Anthony Lister as he navigates his burgeoning career and personal hardships.
s6942,TV Show,Haven,"September 8, 2015",2015,TV-14,5 Seasons,"Classic & Cult TV, TV Horror, TV Mysteries","Residents of Haven, Maine, are plagued by supernatural afflictions. To reveal the truth, FBI agent Audrey Parker must delve into her own strange past."
s6943,Movie,Havenhurst,"June 10, 2017",2016,TV-MA,85 min,"Horror Movies, Thrillers","An alcoholic with a tragic past rents an apartment in a building for those in recovery, but soon learns the truth about residents who get ""evicted."""
s6944,Movie,Haywire,"March 1, 2020",2011,R,93 min,Action & Adventure,A last-minute mission in Dublin turns deadly for stunning secret operative Mallory Kane when she realizes she's been betrayed.
s6945,Movie,He Named Me Malala,"June 1, 2018",2015,PG-13,89 min,Documentaries,"This documentary tells the story of a teenage Pakistani girl shot for her advocacy of women's education, her survival, and her continued efforts."
s6946,Movie,He's Out There,"January 12, 2019",2018,R,89 min,"Horror Movies, Thrillers","While vacationing at a remote lake house, a mother and her daughters become pawns in the twisted game of an ax-wielding psychopath."
s6947,Movie,Head Count,"September 13, 2019",2018,TV-MA,90 min,"Horror Movies, Independent Movies",A group of college students on a weekend getaway accidentally summon a supernatural entity intent on using them for its deadly ritual.
s6948,Movie,Head On,"August 25, 2018",1998,TV-MA,104 min,"Dramas, Independent Movies, LGBTQ Movies","This edgy drama follows 19-year-old Ari, a gay Greek-Australian whose roiling ethnic- and sexual-identity struggles lead to a wild, 24-hour odyssey."
s6949,Movie,Heal,"February 1, 2019",2017,TV-14,107 min,Documentaries,"Stories from spiritual leaders, physicians and those with chronic illnesses reveal the powerful connection between the human psyche and physical health."
s6950,Movie,Heartbreakers,"December 31, 2019",2001,PG-13,124 min,"Comedies, Romantic Movies","In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it."
s6951,Movie,Heartthrob,"January 1, 2018",2017,TV-MA,87 min,Thrillers,"A shy, brilliant boy and a popular girl fall into an unexpected romance. But as their bond deepens, his attraction begins taking on dark overtones."
s6952,TV Show,Heavy Rescue: 401,"June 22, 2018",2018,TV-MA,2 Seasons,"International TV Shows, Reality TV","In the harshest weather, rookie and veteran heavy recovery operators fight to keep southern Ontario's busy, treacherous highways clear and safe."
s6953,Movie,Hedgehogs,"April 1, 2019",2016,PG,94 min,Children & Family Movies,"When a hedgehog suffering from memory loss forgets his identity, he ends up on a big city journey with a pigeon to save his habitat from a human threat."
s6954,TV Show,Helix,"November 10, 2018",2015,TV-MA,1 Season,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy","While investigating a possible outbreak at an Arctic research facility, scientists discover a new virus that could wipe out every human on the planet."
s6955,Movie,Hell and Back,"September 6, 2018",2015,R,86 min,"Action & Adventure, Comedies, Independent Movies","When best friends break a blood oath, one of them is cast away to hell, and the other two must save him from the misfits of the underworld."
s6956,TV Show,Hell on Wheels,"May 28, 2016",2016,TV-14,5 Seasons,"Crime TV Shows, TV Action & Adventure",Former Confederate soldier Cullen Bohannon sets out on a quest to find his wife's killer as post-Civil War America struggles to rebuild its identity.
s6957,Movie,Hell or High Water,"January 1, 2019",2016,R,102 min,"Dramas, Independent Movies","In a desperate bid to save their family ranch, two brothers stage a series of clever bank robberies with a pair of Texas Rangers in hot pursuit."
s6958,Movie,Hellboy,"December 1, 2018",2004,PG-13,122 min,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy","This fast-paced action flick tells the dark story of Hellboy, a charismatic demon who's put on Earth by the Nazis to terrorize the rest of the world."
s6959,Movie,Her,"July 29, 2018",2013,R,126 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy",Love comes to a lonely writer in the sleekest of packages when he finds himself falling for the advanced operating system he bought to run his life.
s6960,Movie,Her Only Choice,"May 2, 2019",2018,TV-14,87 min,Dramas,A woman must decide if she’s willing to end her pregnancy to save her own life after being diagnosed with breast cancer.
s6961,Movie,Hera Pheri,"December 31, 2019",1976,TV-14,156 min,"Action & Adventure, Comedies, Dramas",The bond between two crooks and best friends is threatened when one learns that the other's father had a hand in his own tragic past.
s6962,Movie,Here Alone,"July 1, 2017",2016,TV-MA,97 min,Horror Movies,"When she finally encounters two other survivors, a woman alone in a world decimated by a zombie epidemic struggles to trust her new companions."
s6963,Movie,Hero,"August 1, 2018",1997,TV-MA,89 min,"Action & Adventure, International Movies","A pugilist from Shantung struggles to rise to the top of the Shanghai triad ladder, where his stellar martial arts talents can shine."
s6964,TV Show,Herrens veje,"June 1, 2019",2018,TV-MA,2 Seasons,"International TV Shows, TV Dramas",A family with a storied history of service to the Church of Denmark fractures under the tyrannical rule and ambition of its hard-driving patriarch.
s6965,Movie,Hickok,"July 24, 2020",2017,TV-MA,88 min,Action & Adventure,"While serving as the marshal of rowdy Abilene, Kansas, ""Wild Bill"" Hickok uses guns and gall to tidy up the lawless frontier town."
s6966,TV Show,Hidden Singer,"May 19, 2017",2015,TV-Y7,1 Season,"International TV Shows, Korean TV Shows, Reality TV",Pop stars and impersonators face off to be the last one standing as the audience tries to determine the real singer by listening to their voices only.
s6967,Movie,Hide & Seek,"March 1, 2018",2010,TV-14,96 min,"Horror Movies, International Movies, Thrillers","Years after an accident at a wild Christmas party traumatized them all, six former friends find themselves trapped in a shopping mall and forced by a killer disguised as Santa Claus to play a lethal game of hide-and-seek."
s6968,Movie,Hide and Seek,"August 19, 2017",2016,TV-14,104 min,"International Movies, Thrillers","While living a comfortable life with his wife and child, a germophobic man realizes his estranged brother may have committed a terrible crime."
s6969,Movie,Highly Strung,"February 1, 2017",2015,TV-14,80 min,"Documentaries, International Movies, Music & Musicals","Fiery passions take center stage in this intimate look at the Australian String Quartet and, perhaps more vital, the priceless instruments they guard."
s6970,TV Show,Highway Thru Hell,"December 3, 2019",2016,TV-PG,3 Seasons,Reality TV,"On the hazardous highways of Canada's interior, heavy vehicle towing companies experience hardship and triumph rescuing wrecked and stranded trucks."
s6971,TV Show,Highway to Heaven,"November 1, 2016",1988,TV-PG,5 Seasons,TV Dramas,"Under God's direction, angel Jonathan and ex-cop Mark help troubled souls overcome adversity and embrace honesty, kindness and forgiveness."
s6972,TV Show,Hinterland,"August 1, 2017",2016,TV-14,3 Seasons,"British TV Shows, Crime TV Shows, International TV Shows","Forsaking London for the rustic landscapes of Wales, a police detective with a troubled soul finds himself in a place with secrets as dark as his own."
s6973,Movie,Hiroshima: The Real History,"March 31, 2017",2015,TV-PG,95 min,Documentaries,This detailed examination of the 1945 Hiroshima bombing includes the prelude to and aftermath of history's controversial first use of atomic weapons.
s6974,Movie,Hisss,"December 1, 2017",2010,TV-MA,97 min,"Horror Movies, International Movies, Thrillers","In a plot to bait the snake-goddess Nagin for her immortality-granting essence, George States journeys to India and abducts her reptilian lover."
s6975,TV Show,Historia de un clan,"January 13, 2017",2015,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","This drama based on a true story follows the Puccios, a criminal family who kidnaps wealthy people and holds them hostage in their home."
s6976,Movie,History of Joy,"August 1, 2018",2017,TV-14,118 min,"Dramas, International Movies",The life of a high-flying law student takes a drastic turn when a bout of misfortune changes his status in society for good.
s6977,TV Show,History's Greatest Hoaxes,"July 12, 2019",2016,TV-PG,1 Season,"British TV Shows, Docuseries","Using previously unseen footage, this documentary series offers new insights into some of the biggest scams and forgeries in human history."
s6978,Movie,Hitch,"January 1, 2020",2005,PG-13,118 min,"Comedies, Romantic Movies","Smooth and sexy Hitch helps clients make a great first impression on a date, but he's thrown when a lovely reporter starts nosing around his business."
s6979,Movie,Hitler's Olympics,"August 1, 2016",2016,TV-PG,44 min,"Documentaries, Sports Movies","Hitler, Nazi propaganda and 1936 Berlin Olympics are put under the microscope to uncover hidden truths and the historical legacy of those games."
s6980,Movie,Hitler's Steel Beast,"November 1, 2017",2017,TV-14,54 min,"Documentaries, International Movies","Trace the history of Hitler's armored private train, a 15-car mobile headquarters boasting state-of-the-art communications and anti-aircraft cannons."
s6981,Movie,Ho Mann Jahaan,"July 1, 2017",2015,TV-PG,170 min,"Dramas, International Movies, Romantic Movies","Three friends in modern-day Karachi navigate their post-college lives, while struggling to balance their passion for music with familial obligations."
s6982,TV Show,Hogie the Globehopper,"August 1, 2017",2016,TV-Y,1 Season,Kids' TV,"Hogie and his friends travel the world, exploring far-flung locales like Buenos Aires, Cairo, Hawaii and the Galapagos Islands."
s6983,Movie,Hokkabaz,"March 10, 2017",2006,TV-MA,118 min,"Comedies, Dramas, International Movies","Trying to resurrect his career, not-so-talented magician Iskender goes on tour, but things get iffy when one of his illusions works a little too well."
s6984,Movie,Holding the Man,"August 1, 2016",2015,TV-MA,128 min,"Dramas, International Movies, LGBTQ Movies","In 1970s Australia, two teen boys fall in love with each other and defeat obstacles to their 15-year relationship, until a new crisis comes their way."
s6985,Movie,Holidays,"July 15, 2016",2016,TV-MA,106 min,"Comedies, Horror Movies","Eight gleefully grim short tales set on Halloween, Mother's Day, St. Patrick's Day and other holidays comprise this chilling horror anthology."
s6986,Movie,Holy Hell,"September 1, 2016",2016,NR,103 min,Documentaries,An ex-member charts his path from idealism to disenchantment in a California cult when alarming revelations about the group's leader come to light.
s6987,Movie,Holy Man 2,"July 30, 2018",2008,TV-14,92 min,"Comedies, Faith & Spirituality, International Movies","Former rap musician Joey Boy is now a monk who takes Father Teng's place at his rural temple, where a crisis develops involving a nearby stone quarry."
s6988,Movie,Holy Man 3,"July 30, 2018",2010,TV-MA,102 min,"Comedies, Faith & Spirituality, International Movies","Two new monks, one of them a former rock music star seeking inner peace, join a temple plagued by thieves who are stealing its valuable holy relics."
s6989,Movie,Hombanna,"May 1, 2018",2017,TV-14,126 min,"Dramas, International Movies","In the forests of Karnataka, a farmer and his community face eviction from the land when they get caught in the currents of socio-political change."
s6990,Movie,Homeland,"October 15, 2019",2019,TV-PG,73 min,"Dramas, Independent Movies, International Movies","Determined to trace her ancestral history, an Armenian woman travels to a French village, where she befriends a kind man and, better yet, finds herself."
s6991,Movie,Honey 2,"October 1, 2019",2011,PG-13,111 min,"Dramas, Romantic Movies","Determined to prove herself as a street dancer, Maria heads from juvie to a Bronx rec center where she's introduced to her dance idol, Honey Daniels."
s6992,Movie,Honey: Rise Up and Dance,"April 3, 2018",2018,PG-13,100 min,Dramas,"Despite discouragement from her loved ones, a talented street dancer tries out for an exclusive dance crew in a bid to win a college scholarship."
s6993,Movie,Hoodwinked Too! Hood vs. Evil,"November 3, 2018",2011,PG,86 min,"Children & Family Movies, Comedies","Fresh off a top-secret training, feisty heroine Little Red teams up with intrepid reporter Wolf to investigate the disappearance of Hansel and Gretel."
s6994,Movie,Hope Aur Hum,"September 1, 2018",2018,TV-14,95 min,"Children & Family Movies, Comedies, Dramas","A multigenerational household navigates daily life, evolving relationships and clashes between old and new mindsets in this light family drama."
s6995,Movie,Hope Springs Eternal,"November 8, 2018",2018,PG,79 min,Dramas,"When a teen with terminal cancer miraculously finds herself in remission, she struggles to give up the attention her illness gave her at school."
s6996,Movie,Hope: One in a Billion,"December 15, 2019",2017,TV-14,81 min,"Documentaries, International Movies, Sports Movies","The remarkable true story of Gift Ngoepe, the first African to play for Major League Baseball, is recounted in this inspiring documentary."
s6997,TV Show,Hormones,"June 30, 2018",2015,TV-MA,3 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas","High school students in Bangkok wrestle with issues such as sex, teen pregnancy, drugs, school violence, family turmoil and more in this Thai drama."
s6998,Movie,Horns,"August 1, 2019",2013,R,120 min,"Dramas, Horror Movies, Sci-Fi & Fantasy","Accused of murder, Ig Perish wakes up one day to find he's grown a set of horns – compelling people to confess their sins to him."
s6999,TV Show,Horror Homes,"October 2, 2019",2016,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows","Dream homes turn into property nightmares when mold, maggots, natural disasters and other inconveniences move in."
s7000,Movie,Horror Story,"April 12, 2019",2013,TV-14,85 min,"Horror Movies, International Movies","On a dare, seven college friends spend a night at an abandoned hotel rumored to be haunted and find themselves trapped in a nightmare."
s7001,Movie,Hostage to the Devil,"January 15, 2017",2016,TV-14,96 min,"Documentaries, International Movies","Follow the eerie story of Father Malachi Martin, a disenchanted priest whose belief in demonic possession would lead him to conduct several exorcisms."
s7002,Movie,Hostages,"January 29, 2018",2017,TV-PG,91 min,"Documentaries, International Movies","Witnesses recount the shocking 1996 hostage crisis in Lima, Peru, where rebels held scores of high-level figures captive at an ambassador's residence."
s7003,Movie,Hostiles,"August 15, 2018",2017,R,134 min,Dramas,"After a long career battling the Cheyenne, a U.S. Army captain is ordered to safely escort the tribe's most influential chief to his Montana homeland."
s7004,Movie,Hot Bot,"March 1, 2016",2016,NR,93 min,Comedies,"Two teenage geeks inadvertently find a lifelike, state-of-the-art sex robot, but must dodge the high-profile owner who lost her in order to keep her."
s7005,Movie,Hot Property,"August 13, 2017",2016,TV-MA,82 min,"Comedies, Independent Movies","When a resourceful but flighty Londoner is threatened with eviction, she vows to do whatever it takes to defeat a greedy real estate agent."
s7006,Movie,Hot Rod,"November 20, 2019",2007,PG-13,88 min,"Comedies, Sports Movies",Andy Samberg stars in this comedy as an accident-prone daredevil who's determined to jump 15 buses on his moped and impress his abusive stepfather.
s7007,TV Show,Hotel Beau Séjour,"March 16, 2017",2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Caught in an afterlife limbo, teenage Kato investigates her own mysterious death and unravels a web of secrets in her seemingly tranquil village."
s7008,Movie,Hotel Pacific,"October 1, 2019",1975,TV-MA,96 min,"Classic Movies, Dramas, International Movies",A motivated teen strives to rise from dishwasher to waiter at a luxury hotel only to tread in the abusive tide of its workplace hierarchy.
s7009,Movie,Hotel Transylvania 3: Summer Vacation,"January 24, 2019",2018,PG,97 min,"Children & Family Movies, Comedies","It's love at first sight for Dracula when he meets Ericka, the charming but mysterious captain of the monster cruise that Mavis plans for the family."
s7010,Movie,House at the End of the Street,"May 8, 2020",2012,PG-13,101 min,"Horror Movies, Thrillers",Moving to a new town proves even more stressful for a teenager when she learns that the house next door was the site of a double murder.
